"Notes"	"Residence County"	"Residence County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Ottawa County, OK"	"40115"	"Jan., 2022 (provisional)"	"2022/01"	56	Not Applicable	Not Applicable
	"Ottawa County, OK"	"40115"	"Feb., 2022 (provisional)"	"2022/02"	46	Not Applicable	Not Applicable
	"Ottawa County, OK"	"40115"	"Mar., 2022 (provisional)"	"2022/03"	32	Not Applicable	Not Applicable
	"Ottawa County, OK"	"40115"	"Apr., 2022 (provisional and partial)"	"2022/04"	21	Not Applicable	Not Applicable
	"Pawnee County, OK"	"40117"	"Jan., 2022 (provisional)"	"2022/01"	35	Not Applicable	Not Applicable
	"Pawnee County, OK"	"40117"	"Feb., 2022 (provisional)"	"2022/02"	30	Not Applicable	Not Applicable
	"Pawnee County, OK"	"40117"	"Mar., 2022 (provisional)"	"2022/03"	21	Not Applicable	Not Applicable
	"Pawnee County, OK"	"40117"	"Apr., 2022 (provisional and partial)"	"2022/04"	13	Not Applicable	Not Applicable
	"Payne County, OK"	"40119"	"Jan., 2022 (provisional)"	"2022/01"	90	Not Applicable	Not Applicable
	"Payne County, OK"	"40119"	"Feb., 2022 (provisional)"	"2022/02"	55	Not Applicable	Not Applicable
	"Payne County, OK"	"40119"	"Mar., 2022 (provisional)"	"2022/03"	52	Not Applicable	Not Applicable
	"Payne County, OK"	"40119"	"Apr., 2022 (provisional and partial)"	"2022/04"	20	Not Applicable	Not Applicable
	"Pittsburg County, OK"	"40121"	"Jan., 2022 (provisional)"	"2022/01"	75	Not Applicable	Not Applicable
	"Pittsburg County, OK"	"40121"	"Feb., 2022 (provisional)"	"2022/02"	67	Not Applicable	Not Applicable
	"Pittsburg County, OK"	"40121"	"Mar., 2022 (provisional)"	"2022/03"	49	Not Applicable	Not Applicable
	"Pittsburg County, OK"	"40121"	"Apr., 2022 (provisional and partial)"	"2022/04"	21	Not Applicable	Not Applicable
	"Pontotoc County, OK"	"40123"	"Jan., 2022 (provisional)"	"2022/01"	58	Not Applicable	Not Applicable
	"Pontotoc County, OK"	"40123"	"Feb., 2022 (provisional)"	"2022/02"	58	Not Applicable	Not Applicable
	"Pontotoc County, OK"	"40123"	"Mar., 2022 (provisional)"	"2022/03"	35	Not Applicable	Not Applicable
	"Pontotoc County, OK"	"40123"	"Apr., 2022 (provisional and partial)"	"2022/04"	14	Not Applicable	Not Applicable
	"Pottawatomie County, OK"	"40125"	"Jan., 2022 (provisional)"	"2022/01"	137	Not Applicable	Not Applicable
	"Pottawatomie County, OK"	"40125"	"Feb., 2022 (provisional)"	"2022/02"	83	Not Applicable	Not Applicable
	"Pottawatomie County, OK"	"40125"	"Mar., 2022 (provisional)"	"2022/03"	67	Not Applicable	Not Applicable
	"Pottawatomie County, OK"	"40125"	"Apr., 2022 (provisional and partial)"	"2022/04"	21	Not Applicable	Not Applicable
	"Pushmataha County, OK"	"40127"	"Jan., 2022 (provisional)"	"2022/01"	23	Not Applicable	Not Applicable
	"Pushmataha County, OK"	"40127"	"Feb., 2022 (provisional)"	"2022/02"	25	Not Applicable	Not Applicable
	"Pushmataha County, OK"	"40127"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Rogers County, OK"	"40131"	"Jan., 2022 (provisional)"	"2022/01"	140	Not Applicable	Not Applicable
	"Rogers County, OK"	"40131"	"Feb., 2022 (provisional)"	"2022/02"	109	Not Applicable	Not Applicable
	"Rogers County, OK"	"40131"	"Mar., 2022 (provisional)"	"2022/03"	86	Not Applicable	Not Applicable
	"Rogers County, OK"	"40131"	"Apr., 2022 (provisional and partial)"	"2022/04"	32	Not Applicable	Not Applicable
	"Seminole County, OK"	"40133"	"Jan., 2022 (provisional)"	"2022/01"	57	Not Applicable	Not Applicable
	"Seminole County, OK"	"40133"	"Feb., 2022 (provisional)"	"2022/02"	32	Not Applicable	Not Applicable
	"Seminole County, OK"	"40133"	"Mar., 2022 (provisional)"	"2022/03"	37	Not Applicable	Not Applicable
	"Seminole County, OK"	"40133"	"Apr., 2022 (provisional and partial)"	"2022/04"	15	Not Applicable	Not Applicable
	"Sequoyah County, OK"	"40135"	"Jan., 2022 (provisional)"	"2022/01"	90	Not Applicable	Not Applicable
	"Sequoyah County, OK"	"40135"	"Feb., 2022 (provisional)"	"2022/02"	55	Not Applicable	Not Applicable
	"Sequoyah County, OK"	"40135"	"Mar., 2022 (provisional)"	"2022/03"	57	Not Applicable	Not Applicable
	"Sequoyah County, OK"	"40135"	"Apr., 2022 (provisional and partial)"	"2022/04"	13	Not Applicable	Not Applicable
	"Stephens County, OK"	"40137"	"Jan., 2022 (provisional)"	"2022/01"	81	Not Applicable	Not Applicable
	"Stephens County, OK"	"40137"	"Feb., 2022 (provisional)"	"2022/02"	59	Not Applicable	Not Applicable
	"Stephens County, OK"	"40137"	"Mar., 2022 (provisional)"	"2022/03"	50	Not Applicable	Not Applicable
	"Stephens County, OK"	"40137"	"Apr., 2022 (provisional and partial)"	"2022/04"	17	Not Applicable	Not Applicable
	"Texas County, OK"	"40139"	"Jan., 2022 (provisional)"	"2022/01"	23	Not Applicable	Not Applicable
	"Texas County, OK"	"40139"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Texas County, OK"	"40139"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Tillman County, OK"	"40141"	"Jan., 2022 (provisional)"	"2022/01"	15	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"Jan., 2022 (provisional)"	"2022/01"	795	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"Feb., 2022 (provisional)"	"2022/02"	632	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"Mar., 2022 (provisional)"	"2022/03"	537	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"Apr., 2022 (provisional and partial)"	"2022/04"	182	Not Applicable	Not Applicable
	"Wagoner County, OK"	"40145"	"Jan., 2022 (provisional)"	"2022/01"	107	Not Applicable	Not Applicable
	"Wagoner County, OK"	"40145"	"Feb., 2022 (provisional)"	"2022/02"	84	Not Applicable	Not Applicable
	"Wagoner County, OK"	"40145"	"Mar., 2022 (provisional)"	"2022/03"	68	Not Applicable	Not Applicable
	"Wagoner County, OK"	"40145"	"Apr., 2022 (provisional and partial)"	"2022/04"	23	Not Applicable	Not Applicable
	"Washington County, OK"	"40147"	"Jan., 2022 (provisional)"	"2022/01"	77	Not Applicable	Not Applicable
	"Washington County, OK"	"40147"	"Feb., 2022 (provisional)"	"2022/02"	81	Not Applicable	Not Applicable
	"Washington County, OK"	"40147"	"Mar., 2022 (provisional)"	"2022/03"	55	Not Applicable	Not Applicable
	"Washington County, OK"	"40147"	"Apr., 2022 (provisional and partial)"	"2022/04"	15	Not Applicable	Not Applicable
	"Washita County, OK"	"40149"	"Jan., 2022 (provisional)"	"2022/01"	33	Not Applicable	Not Applicable
	"Washita County, OK"	"40149"	"Feb., 2022 (provisional)"	"2022/02"	16	Not Applicable	Not Applicable
	"Washita County, OK"	"40149"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Woods County, OK"	"40151"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Woods County, OK"	"40151"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"Woodward County, OK"	"40153"	"Jan., 2022 (provisional)"	"2022/01"	34	Not Applicable	Not Applicable
	"Woodward County, OK"	"40153"	"Feb., 2022 (provisional)"	"2022/02"	18	Not Applicable	Not Applicable
	"Woodward County, OK"	"40153"	"Mar., 2022 (provisional)"	"2022/03"	19	Not Applicable	Not Applicable
	"Baker County, OR"	"41001"	"Jan., 2022 (provisional)"	"2022/01"	28	Not Applicable	Not Applicable
	"Baker County, OR"	"41001"	"Feb., 2022 (provisional)"	"2022/02"	24	Not Applicable	Not Applicable
	"Baker County, OR"	"41001"	"Mar., 2022 (provisional)"	"2022/03"	21	Not Applicable	Not Applicable
	"Benton County, OR"	"41003"	"Jan., 2022 (provisional)"	"2022/01"	66	Not Applicable	Not Applicable
	"Benton County, OR"	"41003"	"Feb., 2022 (provisional)"	"2022/02"	44	Not Applicable	Not Applicable
	"Benton County, OR"	"41003"	"Mar., 2022 (provisional)"	"2022/03"	44	Not Applicable	Not Applicable
	"Benton County, OR"	"41003"	"Apr., 2022 (provisional and partial)"	"2022/04"	16	Not Applicable	Not Applicable
	"Clackamas County, OR"	"41005"	"Jan., 2022 (provisional)"	"2022/01"	415	Not Applicable	Not Applicable
	"Clackamas County, OR"	"41005"	"Feb., 2022 (provisional)"	"2022/02"	342	Not Applicable	Not Applicable
	"Clackamas County, OR"	"41005"	"Mar., 2022 (provisional)"	"2022/03"	273	Not Applicable	Not Applicable
	"Clackamas County, OR"	"41005"	"Apr., 2022 (provisional and partial)"	"2022/04"	76	Not Applicable	Not Applicable
	"Clatsop County, OR"	"41007"	"Jan., 2022 (provisional)"	"2022/01"	52	Not Applicable	Not Applicable
	"Clatsop County, OR"	"41007"	"Feb., 2022 (provisional)"	"2022/02"	34	Not Applicable	Not Applicable
	"Clatsop County, OR"	"41007"	"Mar., 2022 (provisional)"	"2022/03"	45	Not Applicable	Not Applicable
	"Clatsop County, OR"	"41007"	"Apr., 2022 (provisional and partial)"	"2022/04"	15	Not Applicable	Not Applicable
	"Columbia County, OR"	"41009"	"Jan., 2022 (provisional)"	"2022/01"	47	Not Applicable	Not Applicable
	"Columbia County, OR"	"41009"	"Feb., 2022 (provisional)"	"2022/02"	41	Not Applicable	Not Applicable
	"Columbia County, OR"	"41009"	"Mar., 2022 (provisional)"	"2022/03"	43	Not Applicable	Not Applicable
	"Coos County, OR"	"41011"	"Jan., 2022 (provisional)"	"2022/01"	113	Not Applicable	Not Applicable
	"Coos County, OR"	"41011"	"Feb., 2022 (provisional)"	"2022/02"	91	Not Applicable	Not Applicable
	"Coos County, OR"	"41011"	"Mar., 2022 (provisional)"	"2022/03"	89	Not Applicable	Not Applicable
	"Coos County, OR"	"41011"	"Apr., 2022 (provisional and partial)"	"2022/04"	30	Not Applicable	Not Applicable
	"Crook County, OR"	"41013"	"Jan., 2022 (provisional)"	"2022/01"	39	Not Applicable	Not Applicable
	"Crook County, OR"	"41013"	"Feb., 2022 (provisional)"	"2022/02"	29	Not Applicable	Not Applicable
	"Crook County, OR"	"41013"	"Mar., 2022 (provisional)"	"2022/03"	23	Not Applicable	Not Applicable
	"Curry County, OR"	"41015"	"Jan., 2022 (provisional)"	"2022/01"	40	Not Applicable	Not Applicable
	"Curry County, OR"	"41015"	"Feb., 2022 (provisional)"	"2022/02"	48	Not Applicable	Not Applicable
	"Curry County, OR"	"41015"	"Mar., 2022 (provisional)"	"2022/03"	29	Not Applicable	Not Applicable
	"Curry County, OR"	"41015"	"Apr., 2022 (provisional and partial)"	"2022/04"	13	Not Applicable	Not Applicable
	"Deschutes County, OR"	"41017"	"Jan., 2022 (provisional)"	"2022/01"	166	Not Applicable	Not Applicable
	"Deschutes County, OR"	"41017"	"Feb., 2022 (provisional)"	"2022/02"	154	Not Applicable	Not Applicable
	"Deschutes County, OR"	"41017"	"Mar., 2022 (provisional)"	"2022/03"	119	Not Applicable	Not Applicable
	"Deschutes County, OR"	"41017"	"Apr., 2022 (provisional and partial)"	"2022/04"	22	Not Applicable	Not Applicable
	"Douglas County, OR"	"41019"	"Jan., 2022 (provisional)"	"2022/01"	184	Not Applicable	Not Applicable
	"Douglas County, OR"	"41019"	"Feb., 2022 (provisional)"	"2022/02"	176	Not Applicable	Not Applicable
	"Douglas County, OR"	"41019"	"Mar., 2022 (provisional)"	"2022/03"	105	Not Applicable	Not Applicable
	"Douglas County, OR"	"41019"	"Apr., 2022 (provisional and partial)"	"2022/04"	32	Not Applicable	Not Applicable
	"Grant County, OR"	"41023"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Harney County, OR"	"41025"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Hood River County, OR"	"41027"	"Jan., 2022 (provisional)"	"2022/01"	19	Not Applicable	Not Applicable
	"Hood River County, OR"	"41027"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Jackson County, OR"	"41029"	"Jan., 2022 (provisional)"	"2022/01"	281	Not Applicable	Not Applicable
	"Jackson County, OR"	"41029"	"Feb., 2022 (provisional)"	"2022/02"	234	Not Applicable	Not Applicable
	"Jackson County, OR"	"41029"	"Mar., 2022 (provisional)"	"2022/03"	207	Not Applicable	Not Applicable
	"Jackson County, OR"	"41029"	"Apr., 2022 (provisional and partial)"	"2022/04"	56	Not Applicable	Not Applicable
	"Jefferson County, OR"	"41031"	"Jan., 2022 (provisional)"	"2022/01"	26	Not Applicable	Not Applicable
	"Jefferson County, OR"	"41031"	"Feb., 2022 (provisional)"	"2022/02"	26	Not Applicable	Not Applicable
	"Jefferson County, OR"	"41031"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Josephine County, OR"	"41033"	"Jan., 2022 (provisional)"	"2022/01"	149	Not Applicable	Not Applicable
	"Josephine County, OR"	"41033"	"Feb., 2022 (provisional)"	"2022/02"	118	Not Applicable	Not Applicable
	"Josephine County, OR"	"41033"	"Mar., 2022 (provisional)"	"2022/03"	100	Not Applicable	Not Applicable
	"Josephine County, OR"	"41033"	"Apr., 2022 (provisional and partial)"	"2022/04"	33	Not Applicable	Not Applicable
	"Klamath County, OR"	"41035"	"Jan., 2022 (provisional)"	"2022/01"	102	Not Applicable	Not Applicable
	"Klamath County, OR"	"41035"	"Feb., 2022 (provisional)"	"2022/02"	87	Not Applicable	Not Applicable
	"Klamath County, OR"	"41035"	"Mar., 2022 (provisional)"	"2022/03"	69	Not Applicable	Not Applicable
	"Klamath County, OR"	"41035"	"Apr., 2022 (provisional and partial)"	"2022/04"	23	Not Applicable	Not Applicable
	"Lake County, OR"	"41037"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Lake County, OR"	"41037"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Jan., 2022 (provisional)"	"2022/01"	465	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Feb., 2022 (provisional)"	"2022/02"	374	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Mar., 2022 (provisional)"	"2022/03"	351	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Apr., 2022 (provisional and partial)"	"2022/04"	78	Not Applicable	Not Applicable
	"Lincoln County, OR"	"41041"	"Jan., 2022 (provisional)"	"2022/01"	93	Not Applicable	Not Applicable
	"Lincoln County, OR"	"41041"	"Feb., 2022 (provisional)"	"2022/02"	62	Not Applicable	Not Applicable
	"Lincoln County, OR"	"41041"	"Mar., 2022 (provisional)"	"2022/03"	46	Not Applicable	Not Applicable
	"Lincoln County, OR"	"41041"	"Apr., 2022 (provisional and partial)"	"2022/04"	15	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Jan., 2022 (provisional)"	"2022/01"	152	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Feb., 2022 (provisional)"	"2022/02"	146	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Mar., 2022 (provisional)"	"2022/03"	116	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Apr., 2022 (provisional and partial)"	"2022/04"	44	Not Applicable	Not Applicable
	"Malheur County, OR"	"41045"	"Jan., 2022 (provisional)"	"2022/01"	27	Not Applicable	Not Applicable
	"Malheur County, OR"	"41045"	"Feb., 2022 (provisional)"	"2022/02"	43	Not Applicable	Not Applicable
	"Malheur County, OR"	"41045"	"Mar., 2022 (provisional)"	"2022/03"	28	Not Applicable	Not Applicable
	"Malheur County, OR"	"41045"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Jan., 2022 (provisional)"	"2022/01"	359	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Feb., 2022 (provisional)"	"2022/02"	332	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Mar., 2022 (provisional)"	"2022/03"	253	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Apr., 2022 (provisional and partial)"	"2022/04"	93	Not Applicable	Not Applicable
	"Morrow County, OR"	"41049"	"Jan., 2022 (provisional)"	"2022/01"	17	Not Applicable	Not Applicable
	"Morrow County, OR"	"41049"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Morrow County, OR"	"41049"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Jan., 2022 (provisional)"	"2022/01"	691	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Feb., 2022 (provisional)"	"2022/02"	597	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Mar., 2022 (provisional)"	"2022/03"	460	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Apr., 2022 (provisional and partial)"	"2022/04"	125	Not Applicable	Not Applicable
	"Polk County, OR"	"41053"	"Jan., 2022 (provisional)"	"2022/01"	96	Not Applicable	Not Applicable
	"Polk County, OR"	"41053"	"Feb., 2022 (provisional)"	"2022/02"	78	Not Applicable	Not Applicable
	"Polk County, OR"	"41053"	"Mar., 2022 (provisional)"	"2022/03"	57	Not Applicable	Not Applicable
	"Polk County, OR"	"41053"	"Apr., 2022 (provisional and partial)"	"2022/04"	21	Not Applicable	Not Applicable
	"Tillamook County, OR"	"41057"	"Jan., 2022 (provisional)"	"2022/01"	47	Not Applicable	Not Applicable
	"Tillamook County, OR"	"41057"	"Feb., 2022 (provisional)"	"2022/02"	31	Not Applicable	Not Applicable
	"Tillamook County, OR"	"41057"	"Mar., 2022 (provisional)"	"2022/03"	35	Not Applicable	Not Applicable
	"Umatilla County, OR"	"41059"	"Jan., 2022 (provisional)"	"2022/01"	74	Not Applicable	Not Applicable
	"Umatilla County, OR"	"41059"	"Feb., 2022 (provisional)"	"2022/02"	87	Not Applicable	Not Applicable
	"Umatilla County, OR"	"41059"	"Mar., 2022 (provisional)"	"2022/03"	68	Not Applicable	Not Applicable
	"Umatilla County, OR"	"41059"	"Apr., 2022 (provisional and partial)"	"2022/04"	17	Not Applicable	Not Applicable
	"Union County, OR"	"41061"	"Jan., 2022 (provisional)"	"2022/01"	39	Not Applicable	Not Applicable
	"Union County, OR"	"41061"	"Feb., 2022 (provisional)"	"2022/02"	29	Not Applicable	Not Applicable
	"Union County, OR"	"41061"	"Mar., 2022 (provisional)"	"2022/03"	19	Not Applicable	Not Applicable
	"Wallowa County, OR"	"41063"	"Jan., 2022 (provisional)"	"2022/01"	12	Not Applicable	Not Applicable
	"Wasco County, OR"	"41065"	"Jan., 2022 (provisional)"	"2022/01"	34	Not Applicable	Not Applicable
	"Wasco County, OR"	"41065"	"Feb., 2022 (provisional)"	"2022/02"	33	Not Applicable	Not Applicable
	"Wasco County, OR"	"41065"	"Mar., 2022 (provisional)"	"2022/03"	26	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Jan., 2022 (provisional)"	"2022/01"	375	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Feb., 2022 (provisional)"	"2022/02"	371	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Mar., 2022 (provisional)"	"2022/03"	323	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Apr., 2022 (provisional and partial)"	"2022/04"	86	Not Applicable	Not Applicable
	"Yamhill County, OR"	"41071"	"Jan., 2022 (provisional)"	"2022/01"	118	Not Applicable	Not Applicable
	"Yamhill County, OR"	"41071"	"Feb., 2022 (provisional)"	"2022/02"	92	Not Applicable	Not Applicable
	"Yamhill County, OR"	"41071"	"Mar., 2022 (provisional)"	"2022/03"	84	Not Applicable	Not Applicable
	"Yamhill County, OR"	"41071"	"Apr., 2022 (provisional and partial)"	"2022/04"	25	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	"Jan., 2022 (provisional)"	"2022/01"	165	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	"Feb., 2022 (provisional)"	"2022/02"	103	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	"Mar., 2022 (provisional)"	"2022/03"	82	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	"Apr., 2022 (provisional and partial)"	"2022/04"	26	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Jan., 2022 (provisional)"	"2022/01"	1588	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Feb., 2022 (provisional)"	"2022/02"	1196	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Mar., 2022 (provisional)"	"2022/03"	1172	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Apr., 2022 (provisional and partial)"	"2022/04"	471	Not Applicable	Not Applicable
	"Armstrong County, PA"	"42005"	"Jan., 2022 (provisional)"	"2022/01"	90	Not Applicable	Not Applicable
	"Armstrong County, PA"	"42005"	"Feb., 2022 (provisional)"	"2022/02"	103	Not Applicable	Not Applicable
	"Armstrong County, PA"	"42005"	"Mar., 2022 (provisional)"	"2022/03"	81	Not Applicable	Not Applicable
	"Armstrong County, PA"	"42005"	"Apr., 2022 (provisional and partial)"	"2022/04"	30	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Jan., 2022 (provisional)"	"2022/01"	280	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Feb., 2022 (provisional)"	"2022/02"	209	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Mar., 2022 (provisional)"	"2022/03"	183	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Apr., 2022 (provisional and partial)"	"2022/04"	81	Not Applicable	Not Applicable
	"Bedford County, PA"	"42009"	"Jan., 2022 (provisional)"	"2022/01"	82	Not Applicable	Not Applicable
	"Bedford County, PA"	"42009"	"Feb., 2022 (provisional)"	"2022/02"	60	Not Applicable	Not Applicable
	"Bedford County, PA"	"42009"	"Mar., 2022 (provisional)"	"2022/03"	59	Not Applicable	Not Applicable
	"Bedford County, PA"	"42009"	"Apr., 2022 (provisional and partial)"	"2022/04"	34	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Jan., 2022 (provisional)"	"2022/01"	558	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Feb., 2022 (provisional)"	"2022/02"	357	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Mar., 2022 (provisional)"	"2022/03"	347	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Apr., 2022 (provisional and partial)"	"2022/04"	137	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Jan., 2022 (provisional)"	"2022/01"	210	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Feb., 2022 (provisional)"	"2022/02"	157	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Mar., 2022 (provisional)"	"2022/03"	132	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Apr., 2022 (provisional and partial)"	"2022/04"	58	Not Applicable	Not Applicable
	"Bradford County, PA"	"42015"	"Jan., 2022 (provisional)"	"2022/01"	98	Not Applicable	Not Applicable
	"Bradford County, PA"	"42015"	"Feb., 2022 (provisional)"	"2022/02"	73	Not Applicable	Not Applicable
	"Bradford County, PA"	"42015"	"Mar., 2022 (provisional)"	"2022/03"	66	Not Applicable	Not Applicable
	"Bradford County, PA"	"42015"	"Apr., 2022 (provisional and partial)"	"2022/04"	28	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Jan., 2022 (provisional)"	"2022/01"	846	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Feb., 2022 (provisional)"	"2022/02"	603	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Mar., 2022 (provisional)"	"2022/03"	577	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Apr., 2022 (provisional and partial)"	"2022/04"	206	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Jan., 2022 (provisional)"	"2022/01"	260	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Feb., 2022 (provisional)"	"2022/02"	187	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Mar., 2022 (provisional)"	"2022/03"	189	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Apr., 2022 (provisional and partial)"	"2022/04"	73	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Jan., 2022 (provisional)"	"2022/01"	217	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Feb., 2022 (provisional)"	"2022/02"	169	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Mar., 2022 (provisional)"	"2022/03"	135	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Apr., 2022 (provisional and partial)"	"2022/04"	57	Not Applicable	Not Applicable
	"Cameron County, PA"	"42023"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Cameron County, PA"	"42023"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Carbon County, PA"	"42025"	"Jan., 2022 (provisional)"	"2022/01"	109	Not Applicable	Not Applicable
	"Carbon County, PA"	"42025"	"Feb., 2022 (provisional)"	"2022/02"	65	Not Applicable	Not Applicable
	"Carbon County, PA"	"42025"	"Mar., 2022 (provisional)"	"2022/03"	82	Not Applicable	Not Applicable
	"Carbon County, PA"	"42025"	"Apr., 2022 (provisional and partial)"	"2022/04"	28	Not Applicable	Not Applicable
	"Centre County, PA"	"42027"	"Jan., 2022 (provisional)"	"2022/01"	136	Not Applicable	Not Applicable
	"Centre County, PA"	"42027"	"Feb., 2022 (provisional)"	"2022/02"	100	Not Applicable	Not Applicable
	"Centre County, PA"	"42027"	"Mar., 2022 (provisional)"	"2022/03"	99	Not Applicable	Not Applicable
	"Centre County, PA"	"42027"	"Apr., 2022 (provisional and partial)"	"2022/04"	32	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Jan., 2022 (provisional)"	"2022/01"	456	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Feb., 2022 (provisional)"	"2022/02"	347	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Mar., 2022 (provisional)"	"2022/03"	367	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Apr., 2022 (provisional and partial)"	"2022/04"	152	Not Applicable	Not Applicable
	"Clarion County, PA"	"42031"	"Jan., 2022 (provisional)"	"2022/01"	55	Not Applicable	Not Applicable
	"Clarion County, PA"	"42031"	"Feb., 2022 (provisional)"	"2022/02"	50	Not Applicable	Not Applicable
	"Clarion County, PA"	"42031"	"Mar., 2022 (provisional)"	"2022/03"	45	Not Applicable	Not Applicable
	"Clarion County, PA"	"42031"	"Apr., 2022 (provisional and partial)"	"2022/04"	12	Not Applicable	Not Applicable
	"Clearfield County, PA"	"42033"	"Jan., 2022 (provisional)"	"2022/01"	120	Not Applicable	Not Applicable
	"Clearfield County, PA"	"42033"	"Feb., 2022 (provisional)"	"2022/02"	84	Not Applicable	Not Applicable
	"Clearfield County, PA"	"42033"	"Mar., 2022 (provisional)"	"2022/03"	96	Not Applicable	Not Applicable
	"Clearfield County, PA"	"42033"	"Apr., 2022 (provisional and partial)"	"2022/04"	33	Not Applicable	Not Applicable
	"Clinton County, PA"	"42035"	"Jan., 2022 (provisional)"	"2022/01"	55	Not Applicable	Not Applicable
	"Clinton County, PA"	"42035"	"Feb., 2022 (provisional)"	"2022/02"	46	Not Applicable	Not Applicable
